cliente;perfil;valor_total_ticket;idade;renda_sm;recorrencia
30972;;4961;30;6.9;69
30973;;5024;30;4.8;41
30974;;7298;33;6.6;59
30975;;5765;32;5.1;69
30976;;5489;34;5.4;35
30977;;6791;20;5.4;50
30978;;6382;25;7.5;50
30979;;5666;25;4.5;52
30980;;6142;27;3;42
30981;;6175;33;7.5;49
30982;;7187;27;6.6;48
30983;;6924;34;3;41
30984;;5913;22;6;50
30985;;7984;30;4.5;48
30986;;4713;23;0.3;11
30987;;5628;25;5.4;69
30988;;7347;33;4.5;50
30989;;6256;34;4.2;55
30990;;5823;37;0.3;16
30991;;7057;23;3.6;44
30992;;7473;25;4.5;53
30993;;6348;30;4.8;53
30994;;7272;29;6.3;59
30995;;6030;22;6.6;56
30996;;5624;29;5.7;51
30997;;4705;40;0.6;15
30998;;6027;22;5.1;36
30999;;5108;29;5.4;30
31000;;6528;25;4.2;45
31001;;4744;33;0.9;13
31002;;6758;32;4.2;48
31003;;6303;30;5.1;36
31004;;6992;30;3.6;50
31005;;7960;33;5.7;67
31006;;6298;25;5.4;44
31007;;5744;28;3;46
31008;;6784;30;6;48
31009;;7184;26;5.1;52
31010;;5854;22;7.5;69
31011;;6149;26;5.1;53
31012;;5704;29;4.2;47
31013;;5615;24;4.2;43
31014;;5755;25;4.2;45
31015;;4602;30;1.2;16
31016;;6748;25;4.8;42
31017;;4987;27;5.7;45
31018;;5151;37;0.6;14
31019;;5153;26;4.2;38
31020;;5177;23;4.5;36
31021;;5845;32;5.1;59
31022;;7250;31;6.3;66
31023;;6357;38;7.2;48
31024;;6711;32;4.5;36
31025;;7775;30;6;48
31026;;5675;30;3.9;30
31027;;7923;26;4.2;48
31028;;4906;34;6.6;55
31029;;6792;30;4.8;64
31030;;7287;28;6.3;63
31031;;4910;25;4.2;49
31032;;5703;36;0.9;11
31033;;6546;28;4.5;45
31034;;5479;26;5.1;49
31035;;6255;25;4.5;39
31036;;6304;38;5.7;57
31037;;4862;38;0.3;19
31038;;5853;32;0.6;13
31039;;6024;27;5.4;43
31040;;7165;25;6.6;61
31041;;7338;26;7.5;51
31042;;5519;27;4.5;44
31043;;6458;22;6.9;69
31044;;5760;44;0.6;11
31045;;6389;24;3.9;48
31046;;7610;27;4.8;59
31047;;7049;27;5.4;51
31048;;4683;37;0.6;11
31049;;4810;41;1.8;14
31050;;7234;28;6.6;45
31051;;7979;38;5.4;56
31052;;6393;26;5.4;69
31053;;4429;41;0.9;11
31054;;4962;25;6.3;55
31055;;6309;31;3;47
31056;;7096;32;3.9;35
31057;;6883;22;4.5;53
31058;;5799;22;5.7;53
31059;;6532;34;3;44
31060;;5040;22;5.1;44
31061;;7738;31;5.4;69
31062;;6426;30;4.2;50
31063;;6239;36;4.2;69
31064;;7777;25;6.9;63
31065;;5469;26;3.6;38
31066;;5633;26;4.8;46
31067;;6860;33;6.3;63
31068;;5435;42;0.3;19
31069;;5491;30;3;38
31070;;7313;33;6.9;51
31071;;6934;28;6.3;61
31072;;6231;25;4.2;56
31073;;4945;29;4.8;46
31074;;6077;30;6.6;56
31075;;5772;32;4.8;59
31076;;5709;28;4.8;57
31077;;7926;28;6.9;51
31078;;5773;30;5.1;55
31079;;7497;36;6.9;48
31080;;6525;28;4.8;30
31081;;5759;30;6.6;69
31082;;6382;28;4.8;66
31083;;5863;32;4.5;53
31084;;7966;38;7.5;50
31085;;6754;33;4.5;69
31086;;4943;33;5.1;38
31087;;6072;28;6.9;64
31088;;5905;30;6.6;60
31089;;7103;28;5.4;69
31090;;6565;23;3;48
31091;;6489;29;3.3;36
31092;;7423;36;5.4;50
31093;;6867;25;5.4;40
31094;;7430;32;4.2;55
31095;;6248;27;5.4;45
31096;;5666;38;5.1;55
31097;;6995;28;5.1;54
31098;;5978;25;5.4;59
31099;;5934;28;4.5;40
31100;;4953;29;4.5;35
31101;;7757;22;5.4;54
31102;;5694;33;4.8;39
31103;;5620;27;4.2;41
31104;;7747;33;5.4;55
31105;;6979;34;4.8;39
31106;;5599;29;3.3;45
31107;;6063;20;3.3;35
31108;;6368;25;6.9;61
31109;;7643;27;7.5;69
31110;;5622;28;5.4;36
31111;;5501;20;3;39
31112;;5628;32;6;56
31113;;6127;33;4.2;66
31114;;6706;30;3.6;48
31115;;7485;31;4.8;50
31116;;6865;29;4.8;48
31117;;5983;22;5.4;46
31118;;6962;26;6;52
31119;;5671;30;6.6;69
31120;;5181;30;4.2;39
31121;;6078;27;6.6;54
31122;;7157;38;6.9;58
31123;;7469;25;7.2;48
31124;;5935;34;4.8;55
31125;;6524;20;3;46
31126;;5024;29;0.6;12
31127;;6343;22;3.9;44
31128;;5785;38;5.1;52
31129;;5767;29;4.2;64
31130;;6699;20;4.2;40
31131;;6524;22;7.2;48
31132;;6967;22;5.1;49
31133;;7792;38;5.4;49
31134;;4993;22;4.5;51
31135;;6116;30;5.1;53
31136;;7421;38;6;50
31137;;4376;42;1.2;15
31138;;6289;34;7.2;67
31139;;5769;24;3.9;44
31140;;6484;23;4.5;36
31141;;7049;24;4.8;42
31142;;5142;29;5.1;30
31143;;5989;26;7.5;58
31144;;6722;31;7.2;66
31145;;6678;32;4.2;50
31146;;6546;26;6.6;57
31147;;6535;30;6.9;69
31148;;6713;25;3;37
31149;;7634;29;6.3;56
31150;;6187;29;4.8;30
31151;;5958;32;5.1;50
31152;;6571;26;3.6;50
31153;;6708;22;6.6;61
31154;;7225;22;5.4;49
31155;;5168;32;3.9;33
31156;;6555;29;3.9;46
31157;;6309;26;5.1;45
31158;;5986;23;4.2;33
31159;;5051;31;0.9;12
31160;;7445;32;7.5;64
31161;;4526;30;0.6;12
31162;;6730;22;4.8;52
31163;;5198;27;3.9;46
31164;;5868;31;7.2;54
31165;;5558;23;4.8;42
31166;;5031;23;0.9;16
31167;;6776;26;4.8;50
31168;;5564;33;1.5;14
31169;;6576;34;5.4;66
31170;;6032;34;6;53
31171;;6272;38;5.4;69
31172;;7378;26;6;58
31173;;5773;30;5.4;61
31174;;5478;32;1.2;14
31175;;6911;22;4.2;49
31176;;7082;31;3.6;51
31177;;5851;32;5.4;63
31178;;5781;36;1.5;16
31179;;6291;31;4.5;52
31180;;7475;22;4.5;53
31181;;5944;32;5.1;51
31182;;5329;38;0.3;16
31183;;5743;31;6.9;61
31184;;7176;22;6.3;63
31185;;7668;26;6.9;52
31186;;4825;40;1.8;19
31187;;4891;39;0.9;10
31188;;6960;28;3;46
31189;;7744;34;6.3;67
31190;;7661;36;5.7;59
31191;;7228;27;5.4;63
31192;;5725;27;6;45
31193;;7058;24;5.4;35
31194;;7915;26;5.4;51
31195;;6564;31;6.9;49
31196;;7495;29;4.8;69
31197;;5766;26;4.2;54
31198;;6927;25;6.3;53
31199;;5825;38;6.9;52
31200;;5648;31;6.3;53
31201;;7445;28;6.3;50
31202;;7766;38;7.5;49
31203;;7645;32;4.2;49
31204;;7084;30;5.4;47
31205;;5197;32;3.3;35
31206;;6146;30;3.9;43
31207;;5619;32;7.5;45
31208;;5736;22;3.6;50
31209;;5821;32;4.5;49
31210;;6910;29;4.8;69
31211;;5468;25;5.4;51
31212;;6062;33;6;60
31213;;6481;22;5.1;49
31214;;6511;30;6.6;50
31215;;6466;33;4.5;67
31216;;6479;31;5.4;43
31217;;5552;30;4.8;37
31218;;7253;32;6.6;53
31219;;6864;36;7.2;66
31220;;6545;24;4.2;51
31221;;5755;32;7.2;63
31222;;5846;25;5.4;30
31223;;6187;25;4.5;67
31224;;6063;26;4.5;54
31225;;7918;33;7.5;66
31226;;4963;26;5.4;58
31227;;7930;25;4.8;67
31228;;6579;33;4.5;33
31229;;5628;20;5.4;43
31230;;7755;27;4.5;54
31231;;7158;32;4.5;67
31232;;6323;22;6.9;67
31233;;6919;34;3.3;43
31234;;4901;25;4.2;48
31235;;6953;34;3.6;47
31236;;6680;31;4.2;38
31237;;6845;28;3.3;38
31238;;7601;27;4.5;67
31239;;7296;25;5.1;61
31240;;5898;27;6.9;55
31241;;6344;27;3.6;44
31242;;7480;30;7.2;63
31243;;7181;22;7.2;61
31244;;5776;29;3.9;39
31245;;7489;33;4.8;50
31246;;6809;38;4.2;59
31247;;6473;34;6.6;58
31248;;4517;44;0.9;12
31249;;6948;25;4.8;51
31250;;6493;26;4.8;66
31251;;6219;32;5.4;44
31252;;4901;30;1.2;12
31253;;5408;23;3;40
31254;;6917;34;4.5;42
31255;;7236;38;6.6;49
31256;;7971;26;7.5;61
31257;;6541;38;4.5;58
31258;;4909;25;5.4;51
31259;;6463;34;3;48
31260;;4994;34;5.1;48
31261;;6273;32;4.5;48
31262;;5821;34;3.9;45
31263;;4508;34;0.9;14
31264;;6156;27;5.7;49
31265;;5694;28;4.8;39
31266;;5884;26;7.2;54
31267;;6271;22;7.5;66
31268;;6117;34;5.4;40
31269;;7725;30;5.1;45
31270;;6105;32;7.5;51
31271;;6989;26;3;46
31272;;7764;32;4.5;53
31273;;5712;35;1.2;15
31274;;6337;31;6.6;63
31275;;6174;31;3.3;41
31276;;7377;34;7.2;69
31277;;5584;29;3;46
31278;;5637;29;3.9;46
31279;;5108;34;4.2;47
31280;;7740;30;6.3;48
31281;;6559;33;4.5;45
31282;;7160;25;4.8;53
31283;;7770;27;5.7;61
31284;;6196;22;5.1;43
31285;;5233;29;3.6;40
31286;;5997;36;5.1;52
31287;;7201;33;6;59
31288;;6136;22;7.2;51
31289;;5243;34;3.6;44
31290;;5772;28;6.6;60
31291;;5291;20;5.1;49
31292;;7670;30;5.7;50
31293;;5129;29;0.9;15
31294;;7351;38;5.1;64
31295;;6133;28;6;55
31296;;5851;34;5.7;57
31297;;5696;33;6.6;55
31298;;5050;20;3.3;35
31299;;5820;26;6.6;49
31300;;6274;29;4.2;42
31301;;5996;24;4.2;43
31302;;7115;38;5.1;53
31303;;4741;33;1.2;14
31304;;7243;26;6.9;56
31305;;4928;25;5.7;58
31306;;5763;28;7.5;57
31307;;7678;30;4.5;60
31308;;5901;28;7.2;69
31309;;5563;23;4.2;42
31310;;5276;32;4.8;46
31311;;4757;31;1.5;15
31312;;4919;22;4.5;42
31313;;6341;22;4.2;36
31314;;6799;25;4.2;54
31315;;6734;28;3.9;33
31316;;7711;26;7.5;67
31317;;5314;38;1.2;19
31318;;5185;26;3.6;47
31319;;5911;33;4.2;66
31320;;6257;25;5.4;66
31321;;6339;34;4.5;66
31322;;6371;31;3;33
31323;;7968;31;6.3;58
31324;;7629;34;6.9;66
31325;;6367;38;4.2;53
31326;;5836;26;3;50
31327;;6196;32;4.2;33
31328;;5441;26;5.1;39
31329;;7692;38;5.4;56
31330;;7749;30;6.6;59
31331;;5556;32;3;33
31332;;7279;26;4.8;69
31333;;7353;32;5.4;56
31334;;7048;25;4.2;35
31335;;6563;32;5.4;50
31336;;4947;33;1.8;15
31337;;5875;34;3;41
31338;;4960;39;0.6;10
31339;;6120;27;4.8;53
31340;;7606;27;5.4;56
31341;;5444;34;4.2;46
31342;;5505;23;3.6;36
31343;;6544;28;4.2;54
31344;;6763;29;3;51
31345;;5417;30;4.5;37
31346;;5732;31;4.5;49
31347;;5676;28;4.2;60
31348;;5829;31;1.5;16
31349;;5779;26;6.9;69
31350;;6781;25;5.1;50
31351;;6828;32;6.6;66
31352;;6324;33;6;59
31353;;5152;34;5.1;41
31354;;7916;33;5.7;48
31355;;6928;25;4.2;53
31356;;4474;36;0.3;10
31357;;7211;31;4.8;52
31358;;7994;31;6.3;67
31359;;7778;33;6.3;53
31360;;7078;23;4.2;41
31361;;6854;25;5.1;64
31362;;7427;32;5.4;55
31363;;5044;31;4.8;40
31364;;7689;22;5.4;66
31365;;6230;28;5.7;59
31366;;5285;22;3;49
31367;;5976;34;3.6;35
31368;;6934;33;5.7;63
31369;;6989;27;4.8;66
31370;;6765;34;5.7;64
31371;;5773;28;7.5;69
31372;;4909;30;4.5;43
31373;;7234;33;5.4;53
31374;;4396;37;1.5;16
31375;;5236;33;5.4;51
31376;;7934;29;5.4;51
31377;;5968;25;6.6;55
31378;;5929;22;6;57
31379;;6621;30;3.6;42
31380;;4390;44;1.2;10
31381;;6907;22;5.4;60
31382;;6198;26;4.5;69
31383;;6208;20;3.6;36
31384;;6833;22;3.3;48
31385;;6055;25;4.8;40
31386;;7265;33;7.5;50
31387;;5040;22;3.6;35
31388;;5840;24;3.6;50
31389;;7647;29;6;58
31390;;4922;30;5.4;49
31391;;6508;33;5.7;58
31392;;5028;25;4.5;40
31393;;7979;32;7.5;48
31394;;5672;31;5.4;36
31395;;5624;23;4.5;39
31396;;6137;20;3.6;50
31397;;7238;28;6.9;58
31398;;5737;29;3;30
31399;;6265;26;5.4;44
31400;;4408;40;1.5;14
31401;;4960;34;7.2;50
31402;;5983;29;3.9;42
31403;;7464;38;5.1;66
31404;;6704;33;5.4;47
31405;;4933;32;1.8;15
31406;;6445;23;3;36
31407;;7796;29;6;67
31408;;7247;32;4.8;58
31409;;5162;20;3.6;44
31410;;5179;30;1.5;16
31411;;6857;23;3;50
31412;;6429;31;6.6;59
31413;;5925;30;6.3;64
31414;;6375;31;3.6;36
31415;;4899;35;1.8;12
31416;;6921;28;6.6;45
31417;;5672;34;5.7;48
31418;;4983;25;7.5;54
31419;;4479;40;0.6;13
31420;;7902;29;4.2;57
31421;;7385;30;6.6;66
31422;;7225;26;5.1;57
31423;;7281;22;6.3;63
31424;;5455;29;5.1;39
31425;;6193;29;7.2;63
31426;;7660;28;6.6;59
31427;;6890;20;4.2;41
31428;;7983;36;6;56
31429;;7317;38;6.6;55
31430;;7405;33;7.5;66
31431;;6270;29;3.6;42
31432;;4666;37;0.6;14
31433;;7432;28;5.4;51
31434;;6826;36;6.9;63
31435;;6929;31;3;40
31436;;6708;29;5.1;42
31437;;6356;26;5.1;69
31438;;6920;34;4.2;51
31439;;7004;22;3;48
31440;;6703;28;5.4;50
31441;;6606;20;5.1;39
31442;;6760;32;4.5;30
31443;;5943;30;5.1;38
31444;;5894;23;4.5;50
31445;;5517;22;3.3;30
31446;;6813;33;7.2;67
31447;;6404;25;4.5;58
31448;;6304;36;7.5;56
31449;;7162;26;6.9;63
31450;;4973;31;4.2;45
31451;;5731;27;5.7;51
31452;;6779;22;3.3;42
31453;;7201;32;5.1;55
31454;;7416;33;4.8;53
31455;;6968;22;6.6;67
31456;;5086;31;3.9;44
31457;;7443;36;4.8;64
31458;;7983;33;6;45
31459;;5085;34;5.1;37
31460;;7352;26;5.7;50
31461;;5453;41;1.2;12
31462;;5028;35;1.8;15
31463;;5762;31;5.4;54
31464;;6196;33;4.8;49
31465;;5535;25;4.2;47
31466;;6084;24;5.1;30
31467;;7686;31;7.2;69
31468;;5893;22;6;55
31469;;6245;29;7.5;57
31470;;6375;24;3.3;40
31471;;6474;38;7.2;64
31472;;6041;28;5.1;55
31473;;5867;34;6;57
31474;;7466;29;6.9;53
31475;;5639;30;4.8;46
31476;;6423;25;4.5;50
31477;;6712;28;6.9;52
31478;;6722;33;3.6;33
31479;;5097;26;3.6;41
31480;;4994;26;4.2;30
31481;;5953;32;6.9;60
31482;;5725;25;4.5;67
31483;;6040;34;4.8;42
31484;;5983;32;5.4;36
31485;;4905;32;1.5;14
31486;;7921;28;5.7;52
31487;;4923;33;6.3;54
31488;;6883;26;4.2;51
31489;;7263;29;6.9;52
31490;;5636;29;3.6;42
31491;;7723;34;4.5;67
31492;;6481;28;4.5;48
31493;;6916;23;3.9;48
31494;;7296;25;6.9;67
31495;;6199;22;5.4;63
31496;;6599;27;5.4;53
31497;;6778;31;4.5;63
31498;;6340;32;5.1;52
31499;;6542;29;5.1;45
31500;;6109;31;3.3;42
31501;;6221;29;4.2;64
31502;;4899;33;0.3;16
31503;;5740;30;6.9;48
31504;;5259;33;0.6;12
31505;;6495;30;3.3;49
31506;;7983;27;6;55
31507;;6043;22;6;60
31508;;6157;32;4.2;46
31509;;5772;25;6.6;56
31510;;5569;33;3.9;30
31511;;5828;22;4.5;66
31512;;5712;36;0.3;12
31513;;5627;34;6.6;45
31514;;6016;20;4.8;49
31515;;7188;22;6.9;69
31516;;5483;24;3.3;40
31517;;5579;34;3;37
31518;;5080;28;3.3;36
31519;;5210;26;5.1;47
31520;;6055;27;7.2;58
31521;;5826;30;5.7;50
31522;;6553;22;3.3;51
31523;;6370;26;4.8;59
31524;;4973;26;6.9;50
31525;;5437;31;4.5;46
31526;;6006;29;4.2;37
31527;;4962;27;6.9;66
31528;;7323;36;6;55
31529;;6352;29;4.8;49
31530;;6674;24;4.2;33
31531;;5823;42;0.9;10
31532;;6025;26;6;63
31533;;4499;36;1.5;11
31534;;6180;34;4.8;51
31535;;6069;33;3;48
31536;;6891;28;3.9;47
31537;;6196;22;4.2;57
31538;;7358;31;6.3;50
31539;;6015;33;3.6;50
31540;;5245;31;5.1;41
31541;;6869;27;5.4;41
31542;;7477;38;7.5;50
31543;;5132;35;1.8;10
31544;;7256;22;6.3;48
31545;;6435;30;7.5;45
31546;;5793;30;5.4;48
31547;;6129;27;6;49
31548;;6064;26;4.8;63
31549;;6026;28;5.7;57
31550;;6686;22;5.1;42
31551;;7928;22;6;69
31552;;6755;24;3;50
31553;;6113;33;6.6;69
31554;;7141;30;4.2;56
31555;;6230;36;5.7;67
31556;;6772;31;5.1;44
31557;;6414;32;6.3;69
31558;;6090;26;6;54
31559;;5627;34;5.7;49
31560;;5658;34;3;49
31561;;6806;30;5.4;33
31562;;5899;22;6.9;59
31563;;7244;32;5.7;57
31564;;6766;24;3.3;38
31565;;5914;22;4.2;60
31566;;5623;25;4.8;43
31567;;4990;26;3.6;41
31568;;5026;28;5.1;40
31569;;6973;34;7.2;61
31570;;6010;28;4.5;45
31571;;6789;32;6.3;67
31572;;5956;36;5.7;69
31573;;5246;29;4.5;35
31574;;4933;20;4.5;37
31575;;5419;24;5.4;46
31576;;7136;22;4.2;60
31577;;6013;30;4.8;64
31578;;6879;29;7.5;63
31579;;5986;30;6.3;60
31580;;7020;31;4.2;45
31581;;5833;32;4.5;54
31582;;7464;30;5.7;51
31583;;4921;40;1.5;13
31584;;5243;35;0.6;10
31585;;6201;22;3.6;39
31586;;7677;34;4.8;69
31587;;5781;34;0.6;12
31588;;5513;20;5.4;40
31589;;6707;30;5.4;60
31590;;7795;34;6.9;53
31591;;6217;22;6.9;57
31592;;6286;36;4.8;54
31593;;6062;29;4.2;46
31594;;6509;27;6.9;60
31595;;6630;23;3.3;51
31596;;4938;28;6.6;56
31597;;7139;30;6.3;56
31598;;6353;22;6;48
31599;;7407;38;6;64
31600;;4489;23;1.2;16
31601;;7282;29;5.7;49
31602;;7158;30;6.3;66
31603;;5804;36;5.7;61
31604;;7980;28;7.2;54
31605;;5040;34;3;36
31606;;7709;25;5.7;55
31607;;7706;27;7.2;54
31608;;7609;22;6.9;54
31609;;5285;34;3.9;49
31610;;7129;38;4.2;51
31611;;5466;29;5.4;43
31612;;7077;30;3;51
31613;;7648;30;5.1;55
31614;;6731;33;3.9;48
31615;;5694;34;7.5;53
31616;;4512;36;0.9;17
31617;;5717;27;3.6;48
31618;;6562;32;4.2;42
31619;;5753;35;0.3;11
31620;;6123;22;4.8;47
31621;;5453;29;0.9;19
31622;;6850;32;7.2;52
31623;;6799;20;5.4;41
31624;;6672;22;3.6;42
31625;;7285;25;6.9;60
31626;;6001;24;3.6;30
31627;;5245;29;3.9;38
31628;;5923;22;7.2;54
31629;;7039;23;3;33
31630;;5957;22;4.8;47
31631;;6407;30;7.5;48
31632;;6460;34;5.4;64
31633;;5807;22;5.4;41
31634;;5811;33;4.8;48
31635;;7070;30;3;42
31636;;6374;25;7.5;61
31637;;6639;34;3.6;45
31638;;4982;29;3.6;40
31639;;6308;25;5.4;35
31640;;7217;25;5.1;66
31641;;5407;31;0.3;19
31642;;7365;26;4.2;66
31643;;7297;26;6.6;51
31644;;6192;27;6.9;57
31645;;6579;27;6.6;61
31646;;5174;28;3;42
31647;;6383;32;5.4;41
31648;;5631;34;3.6;46
31649;;5655;30;3.6;41
31650;;7735;28;4.5;67
31651;;4697;41;0.6;14
31652;;7042;28;5.4;46
31653;;6032;28;5.4;48
31654;;6757;32;5.7;64
31655;;5978;29;4.5;49
31656;;7408;32;4.2;49
31657;;6773;27;4.2;49
31658;;6820;29;5.7;45
31659;;6555;32;5.1;45
31660;;5113;29;1.2;11
31661;;6625;20;5.4;40
31662;;6280;33;4.2;38
31663;;5787;22;5.1;50
31664;;4932;26;3.9;40
31665;;5710;28;4.5;49
31666;;6334;33;4.5;57
31667;;6262;25;6.3;66
31668;;4743;41;0.6;15
31669;;5914;38;4.5;61
31670;;5183;24;3.3;47
31671;;6686;20;3.6;39
31672;;5057;35;0.3;13
31673;;6278;22;4.2;55
31674;;5854;20;4.8;37
31675;;7361;28;4.5;45
31676;;6154;34;4.2;30
31677;;6236;31;3.3;39
31678;;6150;33;6.9;61
31679;;5817;31;4.2;39
31680;;5899;27;5.4;40
31681;;4874;40;1.5;11
31682;;6296;34;6.6;52
31683;;7963;30;6;59
31684;;4588;41;0.6;15
31685;;5693;29;5.1;64
31686;;6468;29;5.1;38
31687;;6835;38;5.7;59
31688;;7987;36;5.4;55
31689;;5789;27;4.5;44
31690;;6464;26;6.9;57
31691;;7447;29;5.7;52
31692;;5923;30;4.8;30
31693;;4990;22;4.8;48
31694;;7457;34;6;52
31695;;4951;28;4.8;36
31696;;4695;34;0.3;17
31697;;4979;33;4.2;46
31698;;6341;28;4.8;60
31699;;7464;27;4.2;56
31700;;5010;23;0.9;11
31701;;5067;24;5.1;39
31702;;4656;40;0.6;14
31703;;6923;28;7.5;58
31704;;7717;22;6;66
31705;;5824;26;5.1;48
31706;;6016;36;7.2;63
31707;;5719;34;4.2;67
31708;;5668;29;5.4;33
31709;;5123;27;4.2;35
31710;;5895;31;5.7;56
31711;;6742;31;3.6;47
31712;;7020;28;3;44
31713;;6828;23;5.4;51
31714;;5941;27;4.5;61
31715;;7702;27;5.7;50
31716;;7671;36;6.9;49
31717;;5065;38;1.8;13
31718;;5628;32;4.2;69
31719;;5974;25;6.3;58
31720;;6194;32;7.5;50
31721;;4917;28;4.8;69
31722;;5741;30;3.6;44
31723;;7786;29;4.2;45
31724;;5611;22;4.8;48
31725;;6999;38;4.8;69
31726;;5687;22;7.2;69
31727;;5790;34;4.8;66
31728;;5422;27;3.9;41
31729;;7783;28;6.3;54
31730;;7353;32;6.9;63
31731;;4407;30;0.3;15
31732;;6297;24;5.4;44
31733;;5429;26;4.2;30
31734;;6540;33;7.2;69
31735;;5990;26;4.2;69
31736;;5554;41;0.3;10
31737;;6025;20;5.4;45
31738;;4989;31;5.4;57
31739;;6980;34;6.9;60
31740;;5895;26;5.4;48
31741;;6326;34;7.5;63
31742;;6213;31;4.2;59
31743;;5968;33;4.8;43
31744;;6077;28;4.2;50
31745;;6212;23;5.4;40
31746;;6876;34;7.2;49
31747;;6058;27;3.3;46
31748;;6296;28;3.9;46
31749;;5604;34;3;43
31750;;7927;33;4.8;61
31751;;6852;32;5.7;67
31752;;6934;22;3.3;50
31753;;4977;27;3.3;50
31754;;6597;26;6.6;55
31755;;6245;33;4.8;49
31756;;4678;39;0.9;17
31757;;7039;23;5.1;47
31758;;4957;37;0.6;14
31759;;6851;38;4.8;50
31760;;6762;27;4.5;46
31761;;4493;44;1.2;10
31762;;7977;28;5.1;50
31763;;6777;22;4.8;46
31764;;6125;27;3;49
31765;;5888;36;5.4;64
31766;;6896;26;6.3;52
31767;;4990;23;5.4;40
31768;;6731;27;4.2;48
31769;;4915;27;4.8;41
31770;;5245;20;5.1;45
31771;;5881;33;3.9;36
31772;;6651;27;3;51
31773;;6146;22;3.6;37
31774;;5274;33;4.8;47
31775;;7682;34;7.5;48
31776;;7454;27;4.8;67
31777;;4530;40;1.5;11
31778;;6857;29;4.2;67
31779;;6541;27;6.6;51
31780;;7141;36;4.8;61
31781;;6254;25;3.6;38
31782;;4993;23;3;38
31783;;6813;29;5.1;51
31784;;6958;26;3.9;35
31785;;6435;28;6;59
31786;;7605;38;4.2;45
31787;;6540;33;6.9;53
31788;;6483;38;4.8;57
31789;;5563;30;1.2;12
31790;;5715;25;3.9;38
31791;;6629;25;3.6;36
31792;;6733;32;4.8;47
31793;;5882;30;7.2;51
31794;;5487;31;3.6;51
31795;;7451;27;7.2;59
31796;;5811;22;5.1;63
31797;;6409;32;5.7;64
31798;;4777;37;0.6;14
31799;;7958;34;5.7;66
31800;;5917;33;6.3;66
31801;;6377;28;3.3;43
31802;;6472;33;3.9;30
31803;;5446;27;3.3;43
31804;;7440;22;5.1;56
31805;;7963;28;6.6;59
31806;;5762;23;4.8;39
31807;;5056;22;3.9;37
31808;;6290;27;6.6;67
31809;;5158;33;3.9;37
31810;;5788;29;0.3;11
31811;;4680;33;1.2;15
31812;;6625;25;5.1;35
31813;;7609;34;4.2;45
31814;;6290;27;4.8;51
31815;;6224;23;5.4;47
31816;;4333;39;0.6;10
31817;;4782;31;1.2;16
31818;;6162;28;5.4;69
31819;;7435;34;5.4;45
31820;;6141;28;4.5;58
31821;;6157;26;6;66
31822;;6221;32;3.9;37
31823;;6760;38;5.4;61
31824;;6417;28;3.6;49
31825;;6502;26;5.4;56
31826;;6842;27;3.3;36
31827;;4974;27;5.7;55
31828;;6189;26;4.5;67
31829;;5801;32;3;35
31830;;5638;34;5.4;60
31831;;4856;33;0.9;11
31832;;7186;31;6;63
31833;;4945;31;4.8;52
31834;;4908;34;5.7;50
31835;;6520;34;5.4;58
31836;;5004;26;3.3;40
31837;;6664;31;3;43
31838;;5796;27;3.6;39
31839;;6678;34;3.9;43
31840;;5250;37;0.3;11
31841;;7993;31;5.1;49
31842;;6357;33;4.8;38
31843;;6344;22;5.1;42
31844;;6538;33;3.9;45
31845;;5806;31;7.5;58
31846;;4981;30;0.6;16
31847;;7236;29;6.9;51
31848;;4980;31;5.4;67
31849;;5508;38;0.6;14
31850;;6148;22;4.8;66
31851;;5260;22;4.2;30
31852;;7612;33;4.8;52
31853;;7325;32;6.6;54
31854;;6617;22;5.4;33
31855;;5257;26;4.5;33
31856;;6351;33;4.2;51
31857;;6548;22;4.5;66
31858;;6186;29;4.8;35
31859;;5541;22;5.4;51
31860;;6509;27;4.2;37
31861;;6863;25;6.6;58
31862;;6777;27;6.6;64
31863;;6563;23;5.1;40
31864;;6780;34;4.8;51
31865;;6576;36;6;60
31866;;7721;26;6;61
31867;;5246;32;3;40
31868;;5129;20;3.6;42
31869;;6465;28;6.9;60
31870;;6864;31;6;56
31871;;5633;22;6.3;45
31872;;6046;33;5.1;36
31873;;4973;38;7.2;58
31874;;7993;22;6.9;64
31875;;4955;30;5.7;56
31876;;5263;23;0.3;15
31877;;6985;30;7.2;54
31878;;6279;36;5.1;66
31879;;6376;27;3.9;41
31880;;5682;29;6.6;64
31881;;7473;30;6.9;48
31882;;4342;36;1.2;16
31883;;6560;27;4.8;56
31884;;5003;27;5.4;41
31885;;6318;26;4.8;46
31886;;5694;28;6.9;67
31887;;5926;26;4.5;49
31888;;5934;22;5.1;56
31889;;6146;27;6.6;66
31890;;5769;28;5.1;40
31891;;6529;27;3.3;33
31892;;5593;25;5.4;33
31893;;6725;32;5.7;52
31894;;5199;31;4.5;51
31895;;5424;32;4.8;41
31896;;6136;30;3;33
31897;;4982;30;4.5;35
31898;;6035;33;5.1;49
31899;;5485;30;4.2;45
31900;;6059;36;4.5;52
31901;;5834;38;7.5;56
31902;;5793;38;0.9;11
31903;;5617;31;6.9;59
31904;;6050;30;5.4;33
31905;;4677;40;1.8;11
31906;;4564;36;1.2;12
31907;;6594;28;6.6;69
31908;;6836;25;5.7;67
31909;;6893;29;5.4;55
31910;;6758;32;7.5;56
31911;;6434;27;3;51
31912;;6593;30;6.6;63
31913;;6978;32;5.1;43
